"","country_id","country","region","X.x","gov_effect","trade","ineq","gdp_pc","pop_tot","older_m","older_f","air_travel","fdi","pop_density","urban","migration_share","oil","soc_insur_cov","soc_contrib","soc_safety","X.y","pop_below14_2018","polity","gini","elf_epr","rq_polarization","count_powerless","share_powerless","media_critical","journal_harass","health_equality","property_rights","transparent_law","bureaucracy_corrupt","polar_rile","trust_people","trust_gov","electoral_pop","federal_ind","checks_veto","polariz_veto","dist_senate","dist_presid","dist_parlm","dist_anyelec","elect_pressure","pos_gov_lr","woman_leader","infections_mers","infections_sars","infections_ebola","infection","X.x.x","med_age_2013","vdem_libdem","al_etfra","al_religfra","fe_etfra","vdem_mecorrpt","X.y.y","share_health_ins","X.x.x.x","pandemic_prep","X.y.y.y","pop_den_2018","X.x.x.x.x","life_exp_2017","X.y.y.y.y","resp_disease_prev","X.x.x.x.x.x","detect_index","X.y.y.y.y.y","doctors_pc","hosp_beds_pc","literacy_rate","healthcare_qual","acc_sanitation","health_exp_pc","hdi","X.x.x.x.x.x.x","health_index","X.y.y.y.y.y.y","respond_index","X","state_fragility","pr","share_older","pop_tot_log","pop_density_log"
"136","MWI","Malawi","Sub-Saharan Africa",142,-0.7286705,NA,NA,1.04586096447843,18.143315,192169,287793,9.26350192009041,102033113.80307,192.440761561307,5.675032374183,1.2498117945782,0,0.566048355348621,NA,41.2191662742092,150,43.9022859066284,6,45.8142857142857,0.6088,0.90848,0,0,0.64,0.809,-1.737,0.514,1.107,0.643,NA,20.0928051653902,NA,0,-1.03097115277896,3,3,NA,113,1532,113,0.00884955752212389,NA,0,NA,NA,NA,0,100,17.2,0.465999990701675,0.674399971961975,0.819176316261292,0.82889998,3.01999998092651,NA,NA,154,28,162,192.440761561307,155,63.279,104,3.803750090162,147,23.3,103,1.9,130,62.1,32.2,43.5,32,0.5,129,15.3,176,20.7,133,13,0,2.64539308279661,2.89830217330532,5.25978837421953
"137","MYS","Malaysia","East Asia & Pacific",144,1.075348,130.502780400217,NA,27.5369184977165,31.528585,1025167,1078350,17.9178526048821,8570094242.95007,95.9628214883579,23.9906484861277,8.28934891611083,2.35766701623901,NA,NA,NA,151,23.9951410860297,7,40.8285714285714,0.59457,0.785941128,3,0.065,0.787,1.189,1.364,0.711,0.608,0.367,NA,8.53846,75.1926040061633,0,-0.0724315217028066,4,4,NA,NA,1176,1176,0.000850340136054422,NA,0,2,5,NA,0,101,27.4,0.219999998807907,0.587961971759796,0.665688395500183,0.59562993,1.22500002384186,91,100,18,62.2,163,95.9628214883579,156,75.828,105,3.468416473512,29,73.2,104,153.3,190,93.7,68.1,99.6,531,0.8,15,57.1,16,61.3,46,3,0,6.67177737281898,3.45089459465586,4.56396084029412
"138","N/A","Cases_on_an_international_conveyance_Japan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","NAM","Namibia","Sub-Saharan Africa",146,0.106442,83.6508564531358,NA,10.4501057806751,2.448255,33216,55805,13.3094966725288,183488531.13461,2.97374558175127,NA,3.81840143482876,0,NA,NA,NA,153,36.9102491891316,6,65.1142857142857,0.725492,0.597284416,4,0.093,1.04,1.015,-1.143,0.779,1.598,0.369,NA,24.6105606919355,NA,0,NA,1,1,295,NA,1725,295,0.00338983050847458,NA,1,NA,NA,NA,0,114,21.2,0.607999980449677,0.63290399312973,0.662610173225403,0.72440803,3.66000008583069,102,28,104,35.6,165,2.97374558175127,158,63.021,119,3.73112835189,70,46,120,37.4,270,88.3,44.6,33.8,600,0.6,160,10.1,122,30.9,66,5,1,3.6360999977535,0.895375525891776,1.08982229688404
"140","NCL","New_Caledonia","East Asia & Pacific",147,NA,NA,NA,NA,0.28406,12419,13636,NA,874392467.2137,15.5393873085339,NA,24.4339041798737,NA,NA,NA,NA,154,22.7409256659988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,15.5393873085339,159,77.1487804878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17235795254524,-1.25856979552916,2.74337791742698
"141","NER","Niger","Sub-Saharan Africa",148,-0.7660425,48.7768683096734,NA,0.867643391425415,22.442948,280994,301410,NA,466042272.996923,17.7176505881424,5.40829573726232,0.951072208218253,1.87824455049814,1.3730994574391,NA,20.1129917856119,155,49.9843246094453,5,38,0.62145,0.763815,1,0.005,0.96,1.539,-0.237,0.6,1.33,0.626,NA,46.4202779622362,NA,0,NA,2,NA,NA,NA,347,347,0.00288184438040346,NA,0,NA,NA,NA,0,119,15,0.449999988079071,0.651762008666992,0.201264902949333,0.63689995,2.35700011253357,107,3.1,132,32.2,167,17.7176505881424,160,61.599,124,2.611406018121,81,44.4,126,1.9,30,30.6,28.4,12.9,15,0.4,100,21.9,179,20.1,158,19,1,2.59504232688148,3.1109764445749,2.87456135106745
"142","NGA","Nigeria","Sub-Saharan Africa",149,-1.022591,33.0012587035835,NA,5.1558084733747,195.87474,2550966,2830452,15.9158807238952,1997485164.94833,215.064988965381,16.5138200055811,0.658124087599013,6.12223431396315,2.70706889939629,NA,3.7642855236789,156,43.8666399781742,7,43.9,0.79265,0.639973,3,0.13,2.147,-0.28,-1.317,0.749,0.756,0.811,NA,14.78113,36.2706083001706,0,-0.534881311606112,4,4,1084,1079,1084,1079,0.00092678405931418,NA,0,NA,NA,20,0,120,17.8,0.446000009775162,0.85045999288559,0.742144525051117,0.80480003,2.37199997901917,108,2.2,96,37.8,168,215.064988965381,161,53.95,125,2.097026014282,78,44.6,127,39.5,50,51.1,41.9,32.6,28,0.5,108,19.9,68,43.8,156,18,0,2.74737722689511,5.27747537329815,5.37094025670959
"143","NIC","Nicaragua","Latin America & Caribbean",150,-0.8024699,93.6214086611824,NA,5.69487577632457,6.465513,145203,194073,NA,359200000,53.7270483629716,16.2078863657068,0.66198270577991,0,13.7080391702969,NA,59.7503018590647,157,30.2016811999565,6,42.98,0.250902,0.44907168,3,0.127,-0.185,-1.029,-0.355,0.548,-1.504,0.76,NA,NA,20.9441464050046,1,0.689450076557626,2,2,NA,605,605,605,0.00165289256198347,NA,0,NA,NA,NA,0,118,23.1,0.140000000596046,0.484400004148483,0.429026514291763,0.40180004,3.07500004768372,106,12.2,75,43.1,169,53.7270483629716,162,74.068,123,3.1349399700806,100,39.9,125,91.4,90,78,61.2,76.3,297,0.7,29,45.9,86,39.2,82,7,1,5.24747224234179,1.86648235942378,3.98391656861371
"144","NLD","Netherlands","Europe & Central Asia",151,1.850466,157.653296539322,NA,56.4549252056674,17.231624,1525161,1782696,17.5996103146424,-239337011214.707,511.475927574948,12.4159510444285,11.6956827411211,0.0211591985019315,NA,36.2105899515054,NA,158,16.1081587098378,10,26.475,0,0,0,0,2.494,1.736,2.697,0.885,3.115,0.026,31.5211938680258,66.1757,34.5835631549917,0,0.0589911470424159,6,6,1176,NA,385,385,0.0025974025974026,6.20784736842105,0,2,NA,NA,0,116,41.8,0.850000023841858,0.105372287333012,0.72218257188797,0.076800048,3.76799988746643,104,98.9,3,75.6,170,511.457910359157,163,81.5609756097561,121,4.2323386934973,8,86,123,347.8,470,99.9,96.1,97.7,4252,0.9,3,70.2,4,79.1,12,0,1,19.1964320948507,2.84674630030597,6.23730052186964
"145","NOR","Norway","Europe & Central Asia",152,1.887119,71.0741858923888,NA,63.3327998900687,5.311916,418268,487366,NA,-6634007435.04685,14.5482916341657,19.0557418453153,14.2356111639164,3.75071935963797,NA,21.3480639519764,NA,159,17.5490383783174,10,24.975,0,0,0,0,2.401,2.589,2.595,0.841,2.965,0.022,40.6234981161149,73.73047,NA,0,0.208983076378688,4,4,NA,NA,549,549,0.00182149362477231,7.2698262295082,1,NA,NA,NA,0,121,39,0.861000001430511,0.0586000010371208,0.204800501465797,0.097500026,3.78099989891052,109,100,16,64.6,171,14.5549195374975,164,82.509756097561,128,4.5896387574232,49,58.6,131,438.5,390,99.9,96.6,98.1,5281,1,14,58.5,20,58.2,37,2,1,17.0491024330957,1.66995259879609,2.6774735732646
"146","NPL","Nepal","South Asia",153,-0.9023383,55.2306284563289,NA,3.25141837994284,28.087871,733401,875346,15.0085095698789,68186670.7450293,195.939107080572,4.73418579856052,1.81764555283951,0,5.25896121599293,NA,40.1376120426982,160,30.4142653217498,7,38.4,0.7656,0.677736,3,0.5,0.422,0.673,-0.541,0.682,0.869,0.675,NA,NA,NA,0,0.123756719643145,3,3,691,1097,994,691,0.00144717800289436,NA,0,NA,NA,NA,0,115,22.4,0.493999987840653,0.663222014904022,0.141681805253029,0.676678,2.66700005531311,103,0.1,112,35.1,172,195.939107080572,165,70.169,120,3.230997207665,151,22,122,59.8,30,59.6,40,46.1,29,0.6,76,28.1,79,41.9,99,9,1,5.72755051459756,3.33533784614695,5.27780393279971
"147","NZL","New_Zealand","East Asia & Pacific",156,1.670251,56.399746090057,NA,41.6482056548951,4.841,352911,404821,16.6632676827766,2128856170.74495,18.3851733697923,32.1601941747573,22.95970035283,0.16064338553419,NA,2.02481256988028,NA,161,19.6534314569849,10,32.55,0.508194,0.714663912,1,0.092,2.324,3.342,1.52,0.892,2.512,0.029,29.0127454940201,56.22733,49.4736842105263,0,0.620369370666152,2,2,NA,NA,192,192,0.00520833333333333,4.36111746031746,1,NA,1,NA,0,117,37,0.827000021934509,0.396849989891052,0.811007976531982,0.36346596,3.41300010681152,105,100,36,54,174,18.5541756864532,166,81.6585365853659,122,4.1604910179705,108,36.7,124,306.1,280,99.9,92.4,100,2882,0.9,32,45.2,21,58.1,36,2,1,15.6523858706879,1.57712131095756,2.91154454466756
"148","OMN","Oman","Middle East & North Africa",157,0.1865782,102.783291067814,NA,28.5931843475164,4.829483,55286,60048,16.1609867354348,6342262678.80364,15.6041453957997,29.9527506360412,41.085873617455,21.8028859170055,NA,NA,NA,163,22.2465059852286,-8,34.4,0.3848,0.7696,0,0,-1.785,-1.065,2.122,0.596,-0.351,0.315,NA,NA,NA,0,-1.02854486475107,1,1,NA,NA,1329,1329,0.000752445447705041,NA,0,24,NA,NA,0,122,26.3,0.128000006079674,0.437256008386612,0.432176798582077,0.43901998,0.223000004887581,110,97,76,43.1,176,15.6041453957997,168,77.393,129,3.485604972084,98,41.1,132,191.5,160,96.1,76.2,99.3,2520,0.8,83,25.4,80,41.6,67,5,1,2.38812311794037,1.57473942259789,2.74753660945538
"149","PAK","Pakistan","South Asia",163,-0.6338443,28.5420039191098,NA,4.73949224105383,212.21503,4672822,4479539,15.7442219381683,2.354e+09,275.289318700706,20.0718671999811,1.92084606074688,0.30320570716204,6.00800770169284,NA,11.1955738186767,165,35.2698145995487,7,34.0833333333333,0.636466,0.725008712,2,0.23,1.253,-0.962,-2.077,0.565,-1.242,0.701,NA,23.54949,36.6379310344828,0,0.727881117892217,4,NA,385,NA,1237,385,0.0025974025974026,NA,0,NA,NA,NA,0,123,22.5,0.268999993801117,0.709800004959106,0.384828686714172,0.53209996,1.73699998855591,111,26.6,107,35.5,178,275.289318700706,170,66.947,130,3.307839077294,96,41.7,133,97.8,60,57,37.6,58.3,40,0.6,109,19.9,88,38.7,144,15,0,4.31277699793459,5.35760005307782,5.61782261263345
"150","PAN","Panama","Latin America & Caribbean",158,-0.019452,NA,37.1,31.0769941118124,4.176873,157520,181003,16.3757836912197,5945110000,56.1860774818402,42.6991675351393,4.70102752739085,0,17.8827769650935,NA,51.1166109929222,166,27.0623043241241,9,46.7625,0.338562,0.58650636,4,0.198,1.925,1.018,0.935,0.694,0.847,0.345,NA,NA,16.3286004056795,0,0.686552403409999,3,NA,NA,1516,1516,1516,0.000659630606860158,NA,0,NA,NA,NA,0,124,27.9,0.611999988555908,0.552799999713898,0.333760887384415,0.50669998,2.72399997711182,113,51.8,70,43.7,179,56.1860774818402,171,78.149,132,3.457908005417,79,44.6,135,159.4,230,94.1,68.3,76.9,1148,0.8,61,35.1,60,46.4,47,3,1,8.10469937678258,1.42956288045621,4.02866899456924
"151","PER","Peru","Latin America & Caribbean",159,-0.2454309,48.9137033022597,32.1,12.7823763299978,31.989256,1207306,1380179,16.692376424527,6487906280.71858,24.99160625,32.4815525562708,0.289645140800474,0.203666410643583,11.5158648509964,11.6640442903919,56.0976151478609,167,25.7906028460802,9,44.75,0.593386,0.874592792,3,0.423,1.829,1.059,-0.503,0.69,0.132,0.467,NA,8.21577,13.2139812446718,0,-0.616687185343867,4,4,NA,395,321,321,0.00311526479750779,NA,0,NA,NA,NA,0,127,26.5,0.625,0.656576991081238,0.198781505227089,0.63789999,2.92400002479553,115,64.4,49,49.2,180,24.99160625,172,76.286,135,4.123526303356,103,38.3,138,111.6,160,94.2,64.3,76.8,436,0.7,34,45,37,51.7,73,6,1,8.08860637459027,3.46540009642308,3.21854001849155
"152","PHL","Philippines","East Asia & Pacific",162,0.0495094,76.0587526110281,NA,8.12333581331992,106.651922,2294705,3168706,17.5785721725513,9832332890.55406,357.688305329175,14.2777061251648,0.210390539089137,0.0511017823848892,8.92214945787277,NA,33.8304086704276,168,30.9630402017999,8,40.2166666666667,0.253668,0.44773728,2,0.126,1.563,-0.44,-0.996,0.836,-0.802,0.642,NA,2.83333,56.5943238731219,1,0.896559791747335,5,5,789,789,789,789,0.00126742712294043,NA,0,2,14,NA,0,128,23,0.412999987602234,0.23854073882103,0.305592507123947,0.16075397,2.42000007629394,116,82,53,47.6,181,357.688305329175,173,70.952,136,4.55266786904,41,63.6,139,111,100,96.4,51.2,75,108,0.7,47,38.2,69,43.8,137,14,1,5.12265592363164,4.66957046632084,5.87966195165496
"153","PNG","Papua_New_Guinea","East Asia & Pacific",161,-0.6773402,NA,NA,4.23312775581991,8.606316,138009,158502,13.779586963337,1134643537.8393,19.0043633794109,NA,0.338376608624312,2.5923207475655,NA,NA,NA,169,35.8159344007888,5,NA,0.065688,0.131376,1,0.034,1.442,0.578,-1.918,0.687,0.711,0.705,NA,NA,NA,0,0.689450076557626,3,NA,NA,NA,856,856,0.00116822429906542,NA,0,NA,NA,NA,0,125,20.9,0.317999988794327,0.271800011396408,0.552275478839874,1,2.61199998855591,NA,NA,155,27.8,183,19.0043633794109,174,64.01,133,3.499822729412,126,31.8,136,5.5,318,61.6,31.8,18.6,65,0.5,152,11.6,100,34.8,110,10,0,3.44527205368708,2.15249635231074,2.9446686043485
"154","POL","Poland","Europe & Central Asia",164,0.6626508,107.744362110813,NA,31.695176608517,37.97475,2617976,4034163,16.0431068756267,1.6697e+10,124.023482151605,4.65519325341181,1.60418083655994,0.0351926578866733,43.7884296230798,40.2800945944284,38.7530541376192,170,15.052276813695,10,30.0875,0.0779848200000001,0.1490972658,3,0.015,0.515,1.028,1.388,0.849,0.587,0.138,NA,22.25673,17.6724137931034,1,0.369704122618734,2,2,1329,74,1329,74,0.0135135135135135,7.6997,0,NA,NA,NA,0,129,38.8,0.671000003814697,0.118339531123638,0.171181604266167,0.04725498,3.4449999332428,117,97.5,32,55.4,184,124.035886214442,175,77.8512195121951,137,2.8154505203677,44,61.7,140,229,650,94.5,82.4,98.1,1244,0.9,21,48.9,52,47.5,13,0,1,17.5172687114464,3.63692146518169,4.82047091986675
"155","PRI","Puerto_Rico","Latin America & Caribbean",165,-0.156924,105.839362647816,NA,34.2734609381355,3.195153,248175,348577,NA,NA,360.220180383315,76.8143810327706,7.46549639203331,NA,NA,NA,NA,172,16.8360861114438,NA,51.0571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,237,237,237,237,0.00421940928270042,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,360.220180383315,177,79.6345365853659,139,3.1447344219062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6767894995952,1.16163497400688,5.88671545666753
"156","PRT","Portugal","Europe & Central Asia",167,1.208909,86.9567569184978,NA,33.9481255398462,10.283822,947538,1310392,16.6701375147196,7815679195.40295,112.2619412173,41.1738942972759,8.0895935893659,0,NA,29.8100107962484,NA,174,13.4579078221324,10,33.575,0,0,0,0,2.014,1.508,1.661,0.898,2.255,0.128,44.2638813977809,NA,NA,0,0.689450076557626,4,4,NA,319,1306,319,0.00313479623824451,4.0492,0,NA,NA,NA,0,130,42.2,0.828000009059906,0.0467573702335358,0.143831998109818,0.039599955,3.63899993896484,118,100,20,60.3,188,112.23945350807,179,81.1243902439025,138,4.0700396132298,61,50.5,141,442.6,340,94.5,85.7,99.4,1844,0.8,17,55,8,67.7,14,0,1,21.9561365414532,2.33057198081355,4.72083490151936
"157","PRY","Paraguay","Latin America & Caribbean",169,-0.5172144,70.4151017885008,35.9,12.8903072346609,6.956071,213950,233340,13.2368199977819,386916058.139802,17.5083589227284,46.3221120083449,2.35666668624757,0,13.8425676701487,21.7904881925216,55.7545410611006,175,29.4405055961229,9,45.45,0.10535,0.202762,1,0.02,1.256,0.182,-1.631,0.706,0.386,0.613,NA,NA,27.2790265899743,0,NA,2,2,1145,NA,1145,1145,0.000873362445414847,NA,0,NA,NA,NA,0,126,23.9,0.435999989509583,0.16889999806881,0.212251201272011,0.1322,1.77300000190735,114,23.6,103,35.7,189,17.5083589227284,180,73.992,134,3.3022770624888,116,34.6,137,128.6,130,95.1,56.7,91.2,396,0.7,75,28.2,142,26.8,91,8,1,6.43021038744429,1.93961480345547,2.86267841961705
"158","PSE","Palestine","Middle East & North Africa",166,-0.7608902,79.60098249167,NA,1.1642806801992,4.569087,67701,75458,NA,262509658.39526,758.984551495017,NA,5.4730397522441,0,NA,5.37583927410517,NA,176,38.9473612779327,NA,36.2571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,40.6798245614035,0,NA,NA,NA,NA,NA,NA,2000,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,112,16.2,NA,NA,190,758.984551495017,181,73.74,131,3.782872317375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13320801289185,1.51931340376558,6.63198142342698
"159","PYF","French_Polynesia","East Asia & Pacific",160,NA,NA,NA,NA,0.277679,11175,11843,NA,58721896.4434,75.8685792349727,NA,10.6300660621578,NA,NA,NA,NA,179,22.7618941295525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,75.8685792349727,184,77.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28942772049741,-1.28128950870274,4.32900262286613
"160","QAT","Qatar","Middle East & North Africa",170,0.6312364,87.9860686403717,NA,94.5026908176154,2.781677,26435,11671,17.1889572258074,-2186263736.26374,239.593195521103,NA,75.4976278935561,14.2317850588543,NA,NA,NA,180,13.5407641851225,-10,39.9,0.205088,0.410176,0,0,-1.795,-1.108,2.707,0.44,-0.467,0.533,NA,21.4151,83.5707502374169,0,-0.616687185343867,1,1,NA,NA,NA,2000,0,NA,0,19,NA,NA,0,131,31.7,0.0850000008940697,0.745599985122681,0.0949999988079071,NA,0.282999992370606,119,100,82,41.2,194,239.593195521103,185,79.981,140,3.408640114945,125,32.7,142,196.4,120,97.7,81.7,100,3205,0.9,44,38.8,48,48,48,3,NA,1.36989305372263,1.02305398323807,5.47894246651041
"161","RKS","Kosovo",NA,221,-0.4283053,82.0096840384346,NA,10.6103077397104,1.8453,NA,NA,NA,318542991.552639,NA,NA,NA,0,35.0002633807955,NA,14.0504711083971,NA,NA,8,28.3375,0.186662,0.336729664,5,0.094,0.295,0.935,0.833,0.44,0.357,0.458,NA,NA,NA,0,NA,NA,NA,NA,352,1304,352,0.00284090909090909,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,71.9463414634146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5,NA,NA,0.612641865900295,NA
"162","ROU","Romania","Europe & Central Asia",172,-0.2534418,86.4949192995448,NA,28.5545777300886,19.466145,1430188,2139534,15.4064251684165,7343560129.25217,84.6059848748261,9.35665484871298,1.16313480315329,0.316385872146492,46.8599339285945,37.8833882866428,61.8332872372693,181,15.5345549605626,9,33.15,0.293048,0.496617736,2,0.092,0.972,1.19,0.138,0.878,-0.384,0.396,10.152434241298,7.07138,19.2704748795595,0,0.369704122618734,4,NA,295,1705,295,295,0.00338983050847458,6.0543,0,NA,1,NA,0,134,39.4,0.587000012397766,0.306870251893997,0.237256094813347,0.29976106,2.19700002670288,120,94.3,60,45.8,195,84.6398470097357,186,75.309756097561,141,2.7876244194209,86,42.8,143,266.9,630,98.6,78.3,81.8,901,0.8,55,36.7,98,35.3,49,3,1,18.3381044372165,2.96867680286179,4.43800500731125
"163","RUS","Russia","Europe & Central Asia",174,-0.0608858,51.5104574912421,29.9,26.669222181815,144.47805,6964329,14238472,18.4139311365146,8784850000,8.82207955488442,23.1913304477739,8.11621785991527,6.43188664384159,56.3411995255727,21.9334801968678,67.8902079229578,182,17.9140805801319,4,34.5857142857143,0.34612914,0.512973509952,36,0.1672,-0.681,-0.405,0.573,0.882,-0.305,0.778,NA,27.73516,49.618966977138,0,NA,2,2,NA,1468,568,568,0.00176056338028169,NA,0,NA,1,NA,0,135,38.3,0.10700000077486,0.245169997215271,0.439794987440109,0.33299798,0.545000016689301,121,88,63,44.3,196,8.82207955488442,187,72.1190243902439,142,3.306924547097,117,34.1,144,397.5,820,99.7,75.1,88.8,757,0.8,51,37.6,43,50.1,100,9,1,14.675447931364,4.97312759289985,2.1772576194254
"164","RWA","Rwanda","Sub-Saharan Africa",175,0.2068089,51.5054483643306,NA,2.0638118298668,12.301939,148723,212730,13.8864619103748,301552668.12,498.659870287799,8.59893712690333,3.80308098441419,0,10.7844306434972,7.84141137775325,20.0879471986498,183,39.9755730179801,-3,50.0714285714286,0.2718,0.52848,1,0.84,-2.156,-0.738,0.069,0.615,1.032,0.12,NA,16.63392,63.5232481990832,0,-0.751541781247874,NA,NA,1664,1607,1298,1298,0.000770416024653313,NA,0,NA,NA,NA,0,136,18.2,0.158999994397163,0.32379999756813,0.506560683250427,0.18000007,2.51600003242493,122,91,119,34.2,197,498.659870287799,188,68.341,143,3.460270992151,113,36,145,6.4,160,70.8,36,62.3,44,0.5,89,24.1,117,31.9,145,15,1,2.93817909518166,2.50975689223056,6.21192424067143
"165","SAU","Saudi_Arabia","Middle East & North Africa",176,0.3234982,66.5668213044185,NA,47.596727899984,33.699947,594563,522116,17.4826979564104,4247084538.91783,15.6766543082956,47.2804719841251,32.2949424946542,23.1011577803481,NA,NA,NA,185,25.0428481279098,-10,50.35,0.7358,0.749296,0,0,-1.237,-1.997,1.762,0.465,-0.972,0.632,NA,NA,NA,0,-1.03097115277896,1,1,NA,NA,NA,2000,0,NA,0,2058,NA,NA,1,141,27.5,0.0390000008046627,0.180000007152557,0.127044498920441,0.55309999,0.395999997854233,NA,NA,48,49.3,199,15.6766543082956,190,74.874,148,3.468560666431,24,74.4,149,256.8,270,94.4,77.1,100,2114,0.9,35,44.8,114,32.6,92,8,NA,3.31359274838029,3.51749626465678,2.75217261895953
"166","SDN","Sudan","Sub-Saharan Africa",179,-1.619857,22.5944733392728,NA,4.23048386614063,41.801533,696028,800950,12.5060271526442,1135787164.04941,NA,13.238937911679,1.2513445422805,1.01301736169592,NA,NA,NA,186,40.5087918665567,-4,NA,0.795692,0.61098112,4,0.633,0.337,0.299,-1.761,0.456,-0.856,0.733,NA,23.8754523139049,NA,0,0.769260160895161,2,2,NA,NA,763,763,0.00131061598951507,NA,0,NA,NA,NA,0,155,19.2,0.0750000029802322,NA,NA,NA,2.43499994277954,137,29.7,164,26.2,NA,NA,191,64.881,163,3.696004158265,188,7,167,28,80,61.3,45.8,34.6,58,0.5,136,14.3,91,37.3,163,21,NA,3.58115574373792,3.73293301349936,NA
"167","SEN","Senegal","Sub-Saharan Africa",186,-0.2678156,57.9355453561728,NA,3.34859279293072,15.85436,206231,283178,9.95413313720502,847841574.790216,82.3474783150678,18.7861194018554,1.73995141736156,0,8.31744084521165,4.74091985808684,8.23709756013295,187,43.0554303706314,7,41.45,0.72345,0.711567,0,0,0.869,1.507,0.165,0.698,2.448,0.33,NA,30.1842260132782,NA,0,-0.382524722427093,2,2,NA,NA,871,871,0.00114810562571757,NA,0,NA,NA,1,0,142,18.1,0.592999994754791,0.693884015083313,0.149739399552345,0.72749996,2.78600001335144,127,20.1,95,37.9,200,82.3474783150678,192,67.38,149,2.911512770314,115,35.1,150,6.8,30,51.9,31.1,48.4,49,0.5,116,18.5,61,45.4,111,10,1,3.08690480095065,2.76344454136039,4.41094783460128
"168","SGP","Singapore","East Asia & Pacific",181,2.231474,326.194682337947,NA,96.477215290631,5.638676,303657,342722,17.5143778669798,91035666405.1252,7952.9984184018,100,45.3917919104027,0,NA,NA,NA,188,12.2782826362627,-2,38.9625,0.4264,0.661688,0,0,-1.421,-0.204,2.261,0.778,2.838,0.009,NA,38.51626,79.0567951318458,0,-0.996654688698862,2,2,NA,1281,184,184,0.00543478260869565,NA,0,NA,238,NA,1,146,38.1,0.333000004291534,0.385673999786377,0.656128585338593,0.38786203,3.47399997711182,130,100,24,58.7,201,7952.9984184018,193,82.8951219512195,153,3.9354566967774,40,64.5,154,227.6,240,97,90.6,100,2227,0.9,38,41.4,11,64.6,51,3,0,11.463311600099,1.72964928617841,8.98130429608899
"169","SLE","Sierra_Leone","Sub-Saharan Africa",184,-1.142948,56.6958306351663,29.4,1.66329239326573,7.650154,97350,129601,NA,217812918.996704,105.987170961485,14.8487076207878,1.41345729487955,0,NA,NA,30.1557655033465,190,41.0596393534767,7,41.2,0.7486,0.724688,1,0.04,1.759,1.048,-0.847,0.623,0.695,0.725,NA,22.6784270416019,NA,0,-1.03097115277896,3,3,NA,NA,1091,1091,0.000916590284142988,NA,0,NA,NA,14122,1,145,19.1,0.300000011920929,0.819090008735657,0.539540588855743,0.76399696,1.95299994945526,129,0,92,38.2,203,105.987170961485,195,53.895,152,2.371206566989,73,45.8,153,2.4,40,32.4,31,14.5,27,0.4,84,25.3,64,44.8,134,13,0,2.96662001836826,2.03472577835478,4.66331805812227
"170","SLV","El_Salvador","Latin America & Caribbean",191,-0.4471425,77.5259623133899,29.4,8.60698123465013,6.420744,223747,308358,14.7496828573941,412743968.360673,309.881467181467,17.2362891278643,0.686271613393632,0,6.15611135696081,9.67702915205032,53.1403451479089,191,27.1320809139623,8,39.2125,0.18,0.36,1,0.1,1.218,0.348,-1.292,0.77,-0.787,0.623,NA,NA,10.435663627153,0,-0.375228737546226,4,4,NA,1424,358,358,0.00279329608938547,NA,0,NA,NA,NA,0,52,24.1,0.512000024318695,0.197799995541573,0.35588338971138,0.19780004,2.49300003051758,48,21.6,66,44.2,204,309.881467181467,196,72.872,54,3.490065724113,26,73.9,54,159.6,130,88.5,63.2,91.1,387,0.7,85,25.2,77,42.1,54,4,1,8.28727948038421,1.85953399883786,5.73618986042871
